,wild_time,mutant_time
0,25.0,26.0
1,52.0,60.0
2,41.0,42.0
3,28.0,28.0
4,103.0,108.0
5,99.0,52.0
6,10.0,10.0
7,28.0,30.0
8,26.0,27.0
9,27.0,28.0
