,wild_mean,wild_var,mutant_mean,mutant_var
0,229.55,981235.6675000004,31.8,172.1
0,546.67,3752721.8211000003,26.77,94.77709999999999
0,235.11,990764.6378999996,34.55,298.52750000000003
0,183.25,30649.9675,153.56,20527.5864
0,342.95,1925399.3075000003,494.52,2838800.2696
0,291.07,986908.3851000001,156.59,23113.461899999995
0,161.06,31431.676400000008,176.59,43368.001899999996
0,275.28,997283.3815999998,359.23,1925183.5571
0,269.52,988035.5896,269.52,988035.5896
0,237.26,976782.5123999999,321.86,1021160.4003999999
0,190.13,21928.713100000004,8112.42,15190261.343600003
0,8209.41,14606643.741899995,318.7,992953.2700000001
0,8907.01,9665935.2499,8907.01,9665935.2499
0,8211.65,14569870.127500003,8211.65,14569870.127500003
0,8310.1,13943803.99,2571.74,18400594.1724
0,8511.4,12557776.500000006,8511.4,12557776.500000006
0,7420.34,18941892.3844,9101.19,8168356.9139
0,8117.7,15109934.45,9300.9,6493270.949999997
0,8607.15,11917640.067499997,1678.07,13197067.405100003
0,8307.84,13980463.454400003,7911.57,16408385.925100002
0,8609.47,11878654.689100005,8411.5,13248253.15
0,8410.96,13257532.378399996,8905.94,9685039.4564
0,7626.38,17847445.175600003,8408.75,13294165.3475
0,8110.93,15214129.765099997,53.17,3193.5811000000003
0,8313.06,13897838.616400003,8211.56,14572293.326399999
0,8614.7,11790254.49,6810.82,21613523.2076
0,8111.06,15211829.396399999,2001.23,15014874.617100002
0,7715.53,17472941.649100002,7515.29,18522190.245899998
0,7613.12,18042171.2456,7613.82,18032047.3876
0,7811.65,16979084.9475,7811.65,16979084.9475
0,8505.38,12659193.655600004,3449.31,22108151.433900002
0,7717.08,17449039.353599995,8512.21,12545380.605900005
0,8009.92,15841979.433599997,951.48,7144925.989600002
0,8805.52,10463156.889600003,8511.59,12554379.841899997
0,8311.81,13915895.593899999,1837.07,13680802.245099999
0,8610.64,11859004.1304,7811.91,16975117.7819
0,9004.99,8910753.829900002,8212.98,14548816.3596
0,7911.46,16410342.768399999,7911.46,16410342.768399999
0,8010.02,15840673.4596,8010.02,15840673.4596
0,8906.83,9669144.6411,2077.6,15697169.139999997
0,8668.02,11235499.199600007,8668.02,11235499.199600007
0,8705.61,11212932.8579,8313.75,13883502.1275
