,wild_mean,wild_var,mutant_mean,mutant_var
0,2.5,0.25,2.48,0.24959999999999996
0,2.33,0.22109999999999996,2.32,0.21759999999999993
0,2.46,0.24839999999999995,2.15,0.12750000000000003
0,2.38,0.23560000000000006,2.12,0.14560000000000003
0,2.48,0.24959999999999993,2.48,0.24959999999999993
0,2.44,0.2464,2.44,0.2464
0,2.43,0.24509999999999998,2.55,0.2475
0,2.46,0.24839999999999995,2.46,0.24839999999999995
0,2.48,0.24959999999999993,2.48,0.24959999999999993
0,2.42,0.24360000000000007,2.38,0.23560000000000003
0,2.45,0.2475,2.6,0.24000000000000005
0,2.42,0.24360000000000007,2.42,0.24360000000000007
0,2.42,0.24360000000000007,2.42,0.24360000000000007
0,2.44,0.2464,2.44,0.2464
0,2.44,0.24640000000000004,2.41,0.2418999999999999
0,2.41,0.2418999999999999,2.4,0.24000000000000005
0,2.4,0.24000000000000005,2.29,0.2059
0,2.47,0.24910000000000004,2.1,0.08999999999999998
0,2.38,0.23560000000000006,2.38,0.23560000000000006
0,2.39,0.2379,2.13,0.11309999999999999
0,2.54,0.24839999999999995,2.54,0.24839999999999995
0,2.45,0.2475,2.12,0.10560000000000003
0,2.45,0.24749999999999997,2.25,0.1875
0,2.43,0.2451,2.43,0.2451
0,2.34,0.2244,2.35,0.22749999999999992
0,2.45,0.2475,2.45,0.2475
0,2.42,0.24360000000000007,2.21,0.1659
0,2.39,0.2379,2.4,0.24000000000000007
0,2.39,0.2379,2.12,0.10560000000000003
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.41,0.2418999999999999,2.39,0.2379
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.52,0.24959999999999993,2.57,0.2451
0,2.44,0.2464,2.49,0.24989999999999998
0,2.43,0.2451,2.43,0.2451
0,2.45,0.2475,2.2,0.17999999999999994
0,2.46,0.24839999999999995,2.4,0.24000000000000005
0,2.5,0.25,2.5,0.25
0,2.45,0.2475,2.25,0.1875
0,2.41,0.2418999999999999,2.42,0.24360000000000007
0,2.45,0.2475,2.48,0.24959999999999993
0,2.4,0.24000000000000005,2.39,0.2379
0,2.44,0.24640000000000004,2.44,0.24640000000000004
0,2.37,0.23309999999999997,2.37,0.23309999999999997
0,2.42,0.24360000000000007,2.41,0.2418999999999999
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.46,0.24839999999999995,2.46,0.24839999999999995
0,2.53,0.2491,2.53,0.2491
0,2.34,0.2244,2.07,0.10509999999999999
0,2.42,0.24360000000000007,2.43,0.24509999999999998
0,2.34,0.2244,2.33,0.22109999999999996
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.39,0.2379,2.39,0.2379
0,2.31,0.21389999999999992,2.31,0.21389999999999992
0,2.53,0.24910000000000004,2.52,0.24959999999999993
0,2.47,0.24910000000000004,2.4,0.24000000000000005
0,2.41,0.2418999999999999,2.43,0.24509999999999998
0,2.5,0.25,2.5,0.25
0,2.45,0.2475,2.45,0.2475
0,2.43,0.24509999999999998,2.37,0.23310000000000003
0,2.57,0.24509999999999998,2.16,0.13440000000000005
0,2.35,0.22749999999999992,2.16,0.13440000000000005
0,2.38,0.23560000000000006,2.38,0.23560000000000006
0,2.44,0.24640000000000004,2.44,0.24640000000000004
0,2.45,0.2475,2.45,0.2475
0,2.46,0.24839999999999995,2.47,0.24910000000000004
0,2.38,0.23560000000000003,2.23,0.1771
0,2.5,0.25,2.5,0.25
0,2.45,0.2475,2.34,0.22440000000000002
0,2.48,0.24959999999999993,2.29,0.2059
0,2.5,0.25,2.5,0.25
0,2.47,0.24910000000000004,2.42,0.24360000000000007
0,2.36,0.23040000000000005,2.36,0.23040000000000005
0,2.43,0.24509999999999998,2.39,0.2379
0,2.4,0.24000000000000005,2.4,0.24000000000000005
0,2.57,0.24509999999999998,2.58,0.24360000000000007
0,2.5,0.25,2.21,0.16590000000000005
0,2.49,0.24989999999999998,2.4,0.24000000000000005
0,2.45,0.2475,2.45,0.2475
0,2.42,0.24360000000000007,2.24,0.1824
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.44,0.2464,2.44,0.2464
0,2.42,0.24360000000000007,2.42,0.24360000000000007
0,2.35,0.22749999999999995,2.11,0.09790000000000003
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.47,0.24910000000000004,2.11,0.09790000000000001
0,2.49,0.24989999999999998,2.49,0.24989999999999998
0,2.47,0.24910000000000007,2.49,0.24989999999999998
0,2.52,0.24959999999999993,2.5,0.25
0,2.46,0.24839999999999995,2.57,0.24509999999999998
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.5,0.25,2.5,0.25
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.42,0.24360000000000007,2.08,0.0736
0,2.5,0.25,2.5,0.25
0,2.47,0.2491,2.7,0.23
0,2.49,0.24989999999999998,2.18,0.1476
0,2.47,0.24910000000000004,2.4,0.24000000000000007
0,2.52,0.24959999999999996,2.26,0.1923999999999999
0,2.39,0.2379,2.39,0.2379
0,2.32,0.2175999999999999,2.33,0.22109999999999996
0,2.44,0.2464,2.12,0.10560000000000003
0,2.44,0.2464,2.43,0.24509999999999998
0,2.41,0.2418999999999999,2.41,0.2418999999999999
0,2.48,0.24959999999999993,2.43,0.24509999999999998
0,2.37,0.23310000000000003,2.37,0.23310000000000003
0,2.49,0.24989999999999998,2.49,0.24989999999999998
0,2.43,0.24509999999999998,2.41,0.2418999999999999
0,2.41,0.2418999999999999,2.37,0.23310000000000003
0,2.42,0.24360000000000007,2.42,0.24360000000000007
0,2.43,0.24509999999999998,2.1,0.09
0,2.47,0.2491,2.47,0.2491
0,2.48,0.24959999999999993,2.48,0.24959999999999993
0,2.45,0.2475,2.42,0.24360000000000007
0,2.56,0.2464,2.56,0.2464
0,2.55,0.2475,2.56,0.24640000000000004
0,2.45,0.2475,2.47,0.24910000000000004
0,2.46,0.24839999999999995,2.46,0.24839999999999995
0,2.41,0.2418999999999999,2.41,0.2418999999999999
0,2.46,0.24839999999999995,2.46,0.24839999999999995
0,2.44,0.24640000000000004,2.19,0.15389999999999998
0,2.46,0.24839999999999995,2.46,0.24839999999999995
0,2.39,0.2379,2.34,0.22440000000000002
0,2.47,0.24910000000000004,2.14,0.12040000000000002
0,2.42,0.24360000000000007,2.37,0.23309999999999995
0,2.46,0.24839999999999995,2.67,0.26109999999999994
0,2.52,0.24959999999999993,2.17,0.14109999999999998
0,2.47,0.2491,2.47,0.2491
0,2.39,0.2379,2.4,0.24000000000000005
0,2.43,0.24509999999999998,2.43,0.24509999999999998
0,2.45,0.2475,2.45,0.2475
0,2.44,0.2464,2.34,0.2244
0,2.48,0.24959999999999996,2.43,0.24509999999999998
0,2.46,0.24839999999999995,2.46,0.24839999999999995
