wild,mutant
152.7,157.6
127.1,150.7
104.2,91.8
89.2,127.4
134.3,112.2
122.8,32.1
100.5,28.6
69.7,3059.2
1066.3,144.2
2092.4,72.0
1130.0,3066.3
2087.0,3043.0
1056.1,10001.0
10001.0,10001.0
9011.4,10001.0
9001.9,9002.1
9001.9,9001.8
9002.0,10001.0
9010.4,10001.0
10001.0,7106.6
10001.0,10001.0
10001.0,10001.0
9002.2,10001.0
