,wild_mean,wild_var,mutant_mean,mutant_var
0,8714.68,11056714.577599997,9010.92,8805569.3136
0,8417.99,13140376.849900002,154.8,979708.8600000003
0,8613.99,11800881.709899994,8324.94,13700216.416399999
0,8224.01,14371777.8299,8222.39,14396418.137899997
0,8815.67,10287758.021099998,4351.46,24071152.148399998
0,8816.29,10275852.205899999,8810.63,10373952.1931
0,8911.56,9586360.946399998,9214.44,7099411.5063999975
0,8825.09,10127899.781900002,9900.27,984661.2170999999
0,8430.27,12940035.477100004,9902.71,937069.0658999999
0,8915.52,9519556.4496,9902.21,946725.5259000006
0,9609.13,3666907.5930999992,10000.0,0.0
0,9701.65,2878091.8475000006,1563.02,12564166.159599997
0,9807.08,1825335.5735999988,9412.78,5404747.171600001
0,9705.74,2800235.832400002,9705.79,2798979.5259000016
0,9803.08,1900130.4536000001,8812.34,10344291.564399997
0,9901.49,960717.7899000001,9900.59,978352.4619000007
0,9607.52,3697674.3896000017,5447.34,24332886.684400007
0,9605.08,3743370.0136,10000.0,0.0
0,9706.45,2786352.3275000025,9704.59,2821701.7019000007
0,9900.51,979927.7499000004,7922.66,16234943.9044
0,9804.5,1873178.67,10000.0,0.0
0,9802.6,1909371.4200000009,10000.0,0.0
0,9707.1,2774764.65,9802.53,1910753.7691000002
0,10000.0,0.0,9804.45,1874065.3275
0,9706.25,2790627.8675,10000.0,0.0
0,9507.31,4613887.9139,9704.25,2828297.9475
0,9801.8,1924878.94,5445.37,24353636.1131
0,9801.39,1932869.2778999996,9704.42,2825003.403600001
0,9900.59,978352.461900001,9606.89,3710138.3379000016
0,9803.2,1897989.84,10000.0,0.0
0,9900.51,979927.7499000004,10000.0,0.0
0,9902.65,938225.227499999,9900.55,979139.9474999993
