,wild_mean,wild_var,mutant_mean,mutant_var
0,335.79,1923653.3458999998,94.59,7181.401900000001
0,256.79,977008.1659,333.72,1930661.2616000003
0,314.09,1924549.5818999999,248.22,978377.6116
0,206.57,976512.4850999999,108.86,10994.8804
0,314.55,1926537.9475000002,141.25,15881.6875
0,113.56,13293.666399999998,314.92,1927646.1535999998
0,304.62,1929744.7756,118.33,14851.661100000003
0,212.3,979792.5700000004,212.3,979792.5700000004
0,123.41,11399.841900000001,398.84,2861443.2144000004
0,180.69,980022.8338999999,22.43,67.6251
0,288.45,1929700.3874999997,288.45,1929700.3874999997
0,90.94,5574.556399999999,50.69,1839.9338999999998
0,294.43,1931358.0051,294.43,1931358.0051
0,108.01,9162.989899999999,79.71,4648.465899999999
0,184.68,979743.6776000002,79.28,5044.0216
0,91.33,6644.7211,23.53,88.86909999999997
0,91.82,7602.5276,81.14,6403.540400000002
0,199.82,977030.7276000001,20.9,41.73
0,97.25,6844.1675,47.17,1798.9410999999996
0,283.34,1935203.4844,82.39,4797.6579
0,102.25,10118.7275,105.07,10226.165099999998
0,76.01,3679.2499000000007,25.03,174.70909999999995
0,401.49,2858944.2698999997,82.21,13823.905900000003
0,204.28,978205.3615999998,14.57,20.5651
0,207.72,976913.3416000002,124.61,11860.457900000001
0,192.45,978643.7875000001,117.33,14759.621100000004
0,190.29,978127.9058999994,100.7,7710.93
0,187.5,979533.81,183.37,978265.9330999999
0,90.69,6977.3139,121.96,13473.978399999998
0,188.08,978495.5336,4338.31,24185798.6939
0,4634.72,24523023.901599992,4634.72,24523023.901599992
0,4534.21,24444410.385900002,4238.15,24042888.167500004
0,4640.35,24477062.4275,4640.35,24477062.4275
0,3839.49,23262417.04989999,850.85,7280182.9075
0,4831.23,24662266.377099995,2941.61,20350455.5979
0,3835.99,23288535.309899997,51.72,2397.3615999999997
0,4645.26,24429266.6124,4645.26,24429266.6124
0,4927.86,24718647.440400004,4927.86,24718647.440400004
0,4732.72,24604481.161600005,70.29,6923.0059
0,4530.18,24479775.187599998,3838.93,23266283.6051
0,3741.03,23008713.4291,3459.07,22047700.3451
0,4840.11,24578103.5179,5427.38,24546529.095600005
0,4242.07,24009650.1051,566.12,4687122.765599999
0,4144.33,23831128.6211,5333.75,24555238.3275
0,4134.36,23910198.830399994,82.13,5435.4531
0,4038.02,23699586.099599995,3747.22,22972924.291600008
0,4637.07,24504848.4851,4637.07,24504848.4851
0,3932.91,23534931.5419,3932.91,23534931.5419
0,4237.01,24051239.649899997,8209.31,14608355.173900003
0,8706.3,11200859.77,8706.3,11200859.77
0,9004.91,8912033.7019,8905.18,9698161.767599998
0,8805.29,10467276.765899997,7019.27,20731738.1371
0,8706.88,11190946.845599998,8704.92,11224672.3536
0,8903.9,9721156.570000006,9600.38,3832707.5156
0,8505.13,12663265.233100003,8124.85,15015251.147500003
0,8205.74,14666324.692400001,9100.84,8174719.2743999995
0,8303.66,14049395.084400006,8606.72,11925649.4616
0,8604.03,11971012.589100001,8506.24,12645078.762399998
0,8803.03,10506807.589100001,8802.97,10507873.609099997
0,8902.37,9747899.9731,111.04,13226.478399999998
0,7312.56,19527613.7864,9000.89,8983987.237899998
0,9400.5,5630603.93,9400.5,5630603.93
0,9201.04,7340884.858399999,9300.65,6497915.6875
0,9400.61,5628538.997899998,8121.32,15066351.857599996
0,9400.57,5629289.165100001,9400.54,5629852.7683999995
0,9400.7,5626850.1499999985,9400.66,5627600.8644
0,9800.16,1956865.2543999988,9800.17,1956669.4210999995
0,9200.76,7346022.7624,9200.76,7346022.7624
0,9001.3,8976633.93,9001.3,8976633.93
0,9300.65,6497915.687500003,9300.74,6496243.352400001
0,9600.34,3833474.7844,9600.34,3833474.7844
0,9201.21,7337765.745900001,9300.75,6496059.8875
0,9100.99,8171996.049900004,9001.14,8979495.880400002
0,9101.2,8168192.300000001,9100.85,8174537.547499998
