,wild_mean,wild_var,mutant_mean,mutant_var
0,9.31,0.9739000000000001,8.53,1.9291000000000003
0,11.19,195.87389999999996,13.85,1730.1874999999993
0,9.32,1.1776,8.56,2.0064000000000006
0,33.4,56003.280000000006,49.89,161707.25790000006
0,9.34,1.0644000000000002,9.47,1.5090999999999999
0,9.39,1.2779000000000003,8.48,1.4696000000000005
0,11.06,247.8964000000001,9.97,238.2491
0,9.29,0.9059,8.27,0.7771000000000002
0,9.35,1.0275,9.41,1.2219
0,9.47,3.929100000000001,10.91,458.16189999999995
0,9.27,0.8171000000000004,9.29,0.9459000000000001
0,9.2,0.6399999999999998,8.39,0.8779000000000002
0,9.27,0.8971000000000003,8.31,0.8939000000000001
0,9.69,2.7138999999999993,7.85,2.7075000000000014
0,9.23,0.7771000000000001,8.44,1.0864000000000003
0,27.61,32779.03790000002,27.61,32779.03790000002
0,9.43,4.225100000000002,8.34,1.6844
0,9.32,0.8976000000000002,8.3,0.7500000000000001
0,9.34,0.9844000000000002,8.36,1.0304
0,9.37,1.0531,8.69,1.8339
0,9.2,0.6600000000000001,8.27,0.7371000000000003
0,9.38,1.0956000000000004,8.45,0.8275
0,9.45,1.2675,8.76,2.1624
0,9.31,1.0539000000000003,9.52,2.1896
0,9.28,0.8816000000000002,9.24,0.6224000000000003
0,9.41,1.6219000000000006,9.41,1.6219000000000006
0,9.37,1.0531,9.5,1.87
0,9.45,1.4075,9.44,1.3464
0,10.12,31.96559999999998,9.28,34.74159999999998
0,9.45,1.2875,9.45,1.2875
0,9.33,0.8611000000000001,9.33,0.8611000000000001
0,10.24,73.66239999999996,9.1,38.410000000000004
0,9.4,1.2199999999999998,8.53,1.5291
0,9.35,1.5675000000000006,8.26,0.6923999999999999
0,9.33,0.9611,8.32,0.7976000000000001
0,9.37,1.1530999999999998,7.47,1.1091000000000002
0,109.49,988107.9098999999,161.29,1160755.5059000002
0,10.73,6.577100000000001,15.96,1695.9184000000012
0,23.01,15532.649900000002,14.46,1621.7884000000006
0,20.62,10313.5556,59.53,178478.1691
0,46.67,61392.461100000015,25.06,7859.9164
0,38.82,22981.4276,33.11,13155.177899999999
0,19.08,5989.193599999999,19.08,5989.193599999999
0,12.05,31.8075,14.78,1897.1115999999986
0,10.34,1.2844000000000002,9.22,0.6116
0,10.84,3.0144000000000006,10.76,2.5423999999999993
0,23.12,16034.64560000001,10.88,253.32560000000004
0,10.6,2.14,9.47,1.4490999999999996
0,10.58,3.3636000000000013,9.81,3.3339000000000003
0,13.3,843.1699999999998,13.3,843.1699999999998
0,10.62,2.1156,10.62,2.1156
0,10.39,1.3778999999999995,10.39,1.3778999999999995
0,11.71,183.54590000000005,13.31,384.1539000000001
0,10.11,0.41789999999999994,10.18,0.6476000000000001
0,29.41,35764.641899999995,17.91,2877.741899999999
0,10.53,1.8891000000000002,10.46,1.7484
0,10.43,1.9650999999999998,12.54,3.268400000000001
0,12.65,3.8675,15.12,536.4456
0,12.94,3.9964,12.94,3.9964
0,14.09,161.72189999999998,14.92,314.63359999999994
0,12.45,2.2275,12.51,2.8499
0,29.01,25541.169900000008,77.45,235022.4075000001
0,39.01,37099.32989999999,16.06,1070.6764000000005
0,12.99,6.249900000000001,12.86,4.720399999999999
0,12.37,2.5931000000000006,13.43,3.7651000000000003
0,13.31,19.29390000000001,15.66,765.7644000000001
0,30.47,27733.349100000003,18.81,1603.8138999999992
0,17.25,2139.3675,20.69,2710.0739000000003
0,29.29,10840.505899999996,45.03,5929.749100000003
0,31.26,3295.1724000000013,31.26,3295.1724000000013
0,34.65,5597.327500000001,46.17,21810.081100000007
0,41.2,6217.3600000000015,41.2,6217.3600000000015
0,40.85,6917.427499999999,35.32,4764.8776
0,32.33,3255.2010999999998,28.51,8426.2299
0,33.56,10483.086400000004,33.56,10483.086400000004
0,39.02,5781.6596,39.02,5781.6596
0,38.79,5210.7459,86.86,2211.2004
0,105.94,25793.2564,53.92,3774.713599999999
0,100.3,9766.37,61.57,8456.3251
0,107.73,36979.857099999994,57.75,5042.6475
0,109.78,14035.391599999997,45.59,6539.501899999998
0,93.75,3464.1075,95.25,2916.6075
0,101.4,4557.78,101.4,4557.78
0,96.1,3043.4299999999994,276.61,999451.3178999999
0,263.85,974397.2874999992,263.85,974397.2874999992
0,143.81,16243.0539,21.51,1404.1898999999999
0,159.27,14102.097100000005,159.27,14102.097100000005
0,260.76,971418.1224000001,260.76,971418.1224000001
0,153.87,12107.0131,74.32,73610.89760000001
0,191.45,38969.98749999999,79.34,11871.644399999997
0,147.56,9815.766399999999,176.81,21184.173899999998
0,158.53,10906.4891,158.53,10906.4891
0,160.05,14963.8475,96.58,4011.983600000001
0,162.44,25226.366400000003,94.27,5016.257100000001
0,169.9,17849.710000000003,51.34,4115.7444
0,147.49,9529.469900000002,44.35,958.6875000000003
0,151.71,9357.145899999998,427.65,990653.9874999997
0,362.84,70361.3744,93.64,18865.830399999988
0,387.09,109397.36189999997,260.51,975088.9098999999
0,506.49,1040115.9299000001,60.22,11874.711599999999
0,488.56,1009538.0464,102.74,30331.352399999996
0,373.92,83324.93359999999,51.69,2816.1739000000002
0,312.85,74859.0475,481.94,3136028.2364000003
0,461.96,1039839.2984000001,90.38,1710.6556000000003
0,356.59,90359.32190000001,156.98,11673.019600000001
0,461.39,1017765.1979000003,380.59,173515.62190000003
0,349.76,63508.98239999999,104.54,14590.5084
0,396.0,89541.68,396.0,89541.68
0,342.2,98116.74,54.49,12563.9699
0,473.34,1027172.3644,473.34,1027172.3644
0,381.44,67111.9464,381.44,67111.9464
0,396.02,988990.6996,58.45,8072.587500000002
0,505.0,1044877.92,138.7,13554.189999999995
0,332.18,99465.86759999998,47.41,2453.1419000000005
0,377.62,140425.2756,130.28,985330.3815999995
0,494.83,1008905.6011,302.36,972926.4503999997
0,476.83,1000696.1011,476.83,1000696.1011
0,384.43,113268.44509999998,45.04,1555.0784000000003
0,342.49,68213.3699,471.04,1034718.2783999998
0,352.36,84088.6304,71.45,16357.227499999995
0,405.86,120375.24040000001,97.95,20006.6075
0,405.18,142730.0876,405.18,142730.0876
0,324.28,68866.4816,167.93,17823.6451
0,407.53,159401.1091,407.53,159401.1091
0,411.22,194533.3316,89.26,5184.132400000001
0,475.11,1043378.5178999999,244.97,23573.749099999997
0,404.51,137379.6299,147.15,982320.4875000006
0,475.95,1011918.0475000001,202.48,972568.4096000002
0,415.99,140693.9299,415.99,140693.9299
0,545.14,1320033.4404,227.02,977804.6395999999
0,416.48,157343.68959999998,109.65,40806.587499999994
0,461.07,170211.2251,69.85,19931.467499999995
0,415.2,151843.96,99.31,7803.773900000003
0,375.28,139876.6616,136.06,8109.736400000002
0,510.76,1061843.6024000002,350.03,82841.0891
0,421.53,1002973.3091,46.64,3509.950400000001
0,479.27,231225.9571,38.02,8198.9396
0,407.8,123372.84000000003,84.48,9864.3296
0,495.06,1089237.9164,495.06,1089237.9164
0,380.21,124238.2659,380.21,124238.2659
0,380.41,106159.14189999999,177.98,22229.799599999995
0,527.14,1027238.2204000001,16.78,384.2716
0,384.68,113989.0776,384.68,113989.0776
0,390.72,144919.8616,45.11,8652.697900000001
0,489.53,1082699.6691,112.45,27448.90749999999
0,430.13,178722.39309999996,129.82,4120.4076000000005
0,424.52,176620.12960000001,153.25,4390.6075
0,397.7,139056.78999999998,125.19,9029.013899999998
0,351.14,114060.76040000003,114.02,5626.679600000002
0,360.24,79322.56240000001,56.47,5887.489100000001
0,355.79,98366.72590000003,36.48,4538.9695999999985
0,373.73,109438.95709999999,121.95,11942.867499999995
0,410.44,115853.3264,397.11,68586.81789999998
0,409.34,159450.8244,121.49,5078.8499
0,406.27,153687.0171,106.11,40474.7979
0,343.75,87995.2475,56.79,17411.005900000004
0,469.63,192498.81310000003,469.63,192498.81310000003
0,402.18,153720.58760000003,168.83,20821.661099999998
0,344.42,82893.7236,59.07,8572.8451
0,417.82,191675.2276,98.33,6021.941100000001
0,370.78,153420.6316,41.64,1124.2104000000004
0,313.16,68967.6544,313.16,68967.6544
0,299.95,58708.9275,65.05,5328.5475
0,483.14,1019890.6604,46.39,8402.277900000001
0,375.41,93545.00190000002,375.41,93545.00190000002
0,420.14,137262.9604,94.83,3429.9811000000004
0,494.9,1047984.1699999998,494.9,1047984.1699999998
0,373.23,124676.5171,373.23,124676.5171
0,521.81,1148323.1939000003,124.85,54302.967500000006
0,354.25,98427.4475,51.78,1963.3916000000004
0,529.0,1092397.62,529.0,1092397.62
0,495.57,1043510.6851,153.76,28758.5224
0,393.96,160106.49839999995,91.44,4064.4063999999994
0,337.14,75578.48040000001,94.53,6364.809100000001
0,437.85,186614.9475,432.5,113011.25
0,436.47,298735.1691,357.33,48933.84110000001
0,417.1,105151.25,417.1,105151.25
0,459.38,999125.2156,47.78,3703.931599999999
0,453.17,210141.56110000002,89.6,3063.5599999999995
0,489.82,212512.28759999998,37.92,9219.253599999998
0,405.91,182776.62190000003,152.15,16375.227499999997
0,483.86,1071916.8203999999,126.97,4384.009099999998
0,341.08,72571.1536,72.1,22900.23
0,361.82,109068.44760000001,361.82,109068.44760000001
0,390.21,134144.6659,107.22,133322.07160000002
0,394.08,86597.67360000004,140.28,14852.4816
0,439.14,201133.72040000002,37.14,227.2204
0,395.0,113633.08,60.92,5615.753599999999
0,382.63,129676.39309999999,84.66,14427.624400000002
0,362.81,105469.33390000001,47.84,2698.7344000000007
0,366.72,76797.56159999999,92.91,4422.0019
0,378.93,128393.04510000002,445.88,108615.88559999998
0,410.09,106957.56190000002,63.44,8128.186399999999
0,459.55,156129.8875,459.55,156129.8875
0,497.35,1012030.4474999997,104.8,12486.459999999997
0,365.95,74917.42749999999,61.26,26124.572400000012
0,486.07,1039968.1850999999,159.58,21612.3036
